id,uid,name,type,description,review,user_id,dt_current_timestamp
1164,7f8e1885-f2c0-4a95-9b48-2ce534feab59,Mountain Retreat,Bistro,A cozy place with home-style cooking.,A bit pricey but totally worth it.,ead1e656-8bad-4dde-b811-53dd5699c45a,2026-03-05 09:26:14
8983,59906926-7798-4f3b-a211-b976d72b5b4e,Mountain Retreat,Bar,Fresh and healthy food served in a comfortable setting.,A bit pricey but totally worth it.,3239d1c5-5472-40aa-8625-6168add1f260,2026-03-05 09:26:14
9972,2796344d-a1a1-47d6-94aa-fb92cc35a0fd,Ocean View,Fast Food,Fresh and healthy food served in a comfortable setting.,Loved the ambience and the dessert menu.,fb6c92d9-3d7f-44ef-839e-a7f377be2ab0,2026-03-05 09:26:14
6159,70049fc3-a11e-410f-9e6f-54032963089f,66 BBQ,Cafe,Fresh and healthy food served in a comfortable setting.,Excellent food and friendly service!,b1eb8ed2-99cd-4c11-bd95-9a62b92e50cd,2026-03-05 09:26:14
7549,22e11c50-2b67-4a83-ac20-6a9c8fb90a13,Sweet Box,Fine Dining,Fresh and healthy food served in a comfortable setting.,A bit pricey but totally worth it.,66a224d2-6423-4def-8982-312edcc982f1,2026-03-05 09:26:14
9094,c2eac38c-6844-42db-879f-c54c8cfe3041,Ocean View,Cafe,Fast and delicious meals for the on-the-go customer.,"Not the best experience, but the food was okay.",ed021635-2baa-459c-a7f1-f34a731dc08d,2026-03-05 09:26:14
8252,d6066ee9-c21f-430e-9341-c4493fd3218a,Cafe Delight,Bistro,Fast and delicious meals for the on-the-go customer.,"Great location, but the service could be better.",2064028a-6ace-4ea3-b4d8-165c8a6b1fdf,2026-03-05 09:26:14
2530,9af5f60a-a9c7-4270-b1fd-621980e5f2e0,66 BBQ,Bar,Fast and delicious meals for the on-the-go customer.,Excellent food and friendly service!,a13a1d0e-e358-465b-99c9-00e00bd6cf85,2026-03-05 09:26:14
9436,147fdc67-f817-41c9-807d-dabd1e74c256,Mountain Retreat,Bistro,Elegant dining with a panoramic ocean view.,"Great location, but the service could be better.",5a2e39c7-a027-4040-a410-0127e7edab34,2026-03-05 09:26:14
1283,3dc13202-bb6e-4a32-9b61-1ac045f45bdd,Sweet Box,Cafe,Fresh and healthy food served in a comfortable setting.,Loved the ambience and the dessert menu.,6d8c6671-ddf0-4ec7-b624-8c89ac43659c,2026-03-05 09:26:14
1401,5c870aa8-4780-448c-8b0b-047445bdc7fa,Ocean View,Bistro,Elegant dining with a panoramic ocean view.,Excellent food and friendly service!,e8117b2d-f832-4edc-b2db-62c9e1ba50ec,2026-03-05 09:26:14
8317,b6a89887-9237-4c08-9986-c5dbd65d042a,Cafe Delight,Fast Food,Fast and delicious meals for the on-the-go customer.,"Great location, but the service could be better.",67979cd3-a4d9-4e36-b1ae-36f75c9321d7,2026-03-05 09:26:14
1123,0ed12b88-d491-4934-b66a-743eb93901c7,Cafe Delight,Bar,A perfect place for a romantic evening.,"Great location, but the service could be better.",ba15e782-7bff-4f46-8fbf-87f8160191ac,2026-03-05 09:26:14
7538,f248d80d-300f-4dd9-9534-309bec37b6a1,Ocean View,Cafe,Fresh and healthy food served in a comfortable setting.,"Not the best experience, but the food was okay.",6b2ae2ff-aaba-4171-9065-3b09daebed2f,2026-03-05 09:26:14
1323,bd3fcf80-72d1-4df5-895c-39cb9636dac3,Mountain Retreat,Fast Food,A perfect place for a romantic evening.,"Great location, but the service could be better.",b5faa988-88c8-457a-8809-e045b46efcbb,2026-03-05 09:26:14
7471,61e8b429-9163-4a20-850d-fafe0fe9f20c,Mountain Retreat,Bistro,A cozy place with home-style cooking.,"Not the best experience, but the food was okay.",0ba9922a-4f3b-4a9f-b9f3-d457d1627dec,2026-03-05 09:26:14
6737,06632d5e-e604-4509-971c-0970ccdd4273,66 BBQ,Bistro,Elegant dining with a panoramic ocean view.,A bit pricey but totally worth it.,29a04de4-cf6e-491f-b7ac-589bb59dd2a8,2026-03-05 09:26:14
3276,3fd00066-fcef-4933-9b69-2207e6712529,66 BBQ,Bar,A cozy place with home-style cooking.,Loved the ambience and the dessert menu.,e736e3d7-0a0c-42c6-9fc1-8eb4d1925155,2026-03-05 09:26:14
3783,e639b2ce-0d83-4cfa-9141-d5babef1be40,Sweet Box,Bar,Fast and delicious meals for the on-the-go customer.,Loved the ambience and the dessert menu.,d0e7eb29-0946-4c13-997d-4b62c65c5119,2026-03-05 09:26:14
3028,7a4448ce-724a-481c-93cb-484f84768bac,Sweet Box,Cafe,A perfect place for a romantic evening.,Loved the ambience and the dessert menu.,928d12f2-2519-48a3-807c-ff9fa35d5db6,2026-03-05 09:26:14
2677,e3f3d416-253f-4c50-b7f3-2907d03c0124,66 BBQ,Fast Food,Fresh and healthy food served in a comfortable setting.,A bit pricey but totally worth it.,284082d8-c7b2-43b6-b8b0-59772fe38bc4,2026-03-05 09:26:14
7527,c1636ddb-af61-479c-8ea3-a6937618b9db,Ocean View,Bar,Elegant dining with a panoramic ocean view.,"Not the best experience, but the food was okay.",0c927ac5-38af-40df-94c6-809b494ff4b1,2026-03-05 09:26:14
4672,80362354-c9a0-4a8c-a70f-440d4cd02346,Sweet Box,Fine Dining,Elegant dining with a panoramic ocean view.,"Great location, but the service could be better.",da3eb098-2ad5-4485-933a-31e84396bc26,2026-03-05 09:26:14
3481,b764d60d-621a-44d2-b58e-33eb22fd6e4e,Sweet Box,Bistro,A perfect place for a romantic evening.,"Great location, but the service could be better.",cdeef3b8-62de-42f5-8a01-f002c5c75ae8,2026-03-05 09:26:14
9953,34de4d7f-3e72-42bd-a211-ab08e433815d,Sweet Box,Cafe,A cozy place with home-style cooking.,"Not the best experience, but the food was okay.",bed1bcb9-f681-40b0-9992-bde1ce64eed7,2026-03-05 09:26:14
4044,35a8c9e3-0d6f-4962-9092-47d885d857f5,Mountain Retreat,Fast Food,A cozy place with home-style cooking.,Excellent food and friendly service!,761a9bae-c344-4b34-8443-5f0c40d3bc18,2026-03-05 09:26:14
2067,80b97f3c-ff1d-4c80-aef2-7b1b5113601a,Mountain Retreat,Bar,Fresh and healthy food served in a comfortable setting.,"Great location, but the service could be better.",2563c4c5-2a4b-4d0d-8c55-a91204b722ae,2026-03-05 09:26:14
6759,c7a14b94-7c7f-4e61-bfdb-e89373208281,Cafe Delight,Fast Food,Fast and delicious meals for the on-the-go customer.,Loved the ambience and the dessert menu.,6e99ee57-3f85-4ff0-974b-6df129908082,2026-03-05 09:26:14
6924,3fdc2dd6-bc5f-49c1-b8aa-565c51de2019,Ocean View,Cafe,Elegant dining with a panoramic ocean view.,Loved the ambience and the dessert menu.,56e04c9b-e69f-41a1-ba49-e7ca1a76d4c0,2026-03-05 09:26:14
9560,63b901c0-f4be-4dd6-9edc-aa3e08129aa0,66 BBQ,Bistro,A cozy place with home-style cooking.,"Not the best experience, but the food was okay.",5873a47c-dda3-4507-8766-b455f4e37b3c,2026-03-05 09:26:14
5924,7c68dcbb-a04f-401e-9ffa-77c4aab66285,Mountain Retreat,Fast Food,A perfect place for a romantic evening.,A bit pricey but totally worth it.,5d1b8704-afde-4b8e-a27c-7806555fb6f0,2026-03-05 09:26:14
8531,877247aa-1ae2-405e-9373-f407a5a0a863,Sweet Box,Bar,Fast and delicious meals for the on-the-go customer.,"Great location, but the service could be better.",8e24f3d5-8fa7-453f-9229-ba4f530d71fb,2026-03-05 09:26:14
1266,2e814648-e1ff-43e3-a13c-14e62df6eab8,66 BBQ,Cafe,A cozy place with home-style cooking.,Loved the ambience and the dessert menu.,c64f9068-ae74-4dea-931e-acfade851fec,2026-03-05 09:26:14
1493,ba87a7f9-ee34-4c28-8275-f433ff11f465,Cafe Delight,Bar,A cozy place with home-style cooking.,"Great location, but the service could be better.",7688cd30-cf31-484c-8c3b-874a1b39a86f,2026-03-05 09:26:14
7918,c4a970b6-2845-4493-9ad6-dc70d4a4e700,Mountain Retreat,Bistro,Fresh and healthy food served in a comfortable setting.,"Not the best experience, but the food was okay.",a760078a-6ba3-418c-93c6-d4adbef228c3,2026-03-05 09:26:14
4095,bd8b2e8d-7b0d-473d-af4e-930b235c6ad3,Sweet Box,Bar,A perfect place for a romantic evening.,Excellent food and friendly service!,44e7a72f-87e0-45f1-be32-d2b883167a57,2026-03-05 09:26:14
6624,96a6e263-89c9-4a05-b1ef-f8318b0ae207,66 BBQ,Cafe,A perfect place for a romantic evening.,"Great location, but the service could be better.",2afaa65f-1c71-4e98-914f-08d612e20aa4,2026-03-05 09:26:14
8757,c5e63377-e1e7-47d0-8ef4-d708f1cb3410,Ocean View,Bistro,Elegant dining with a panoramic ocean view.,A bit pricey but totally worth it.,4b171fce-9806-4604-b3e0-37f18ddba4d5,2026-03-05 09:26:14
3222,063d7ebd-1968-4b68-92a0-124e2f5b698d,66 BBQ,Fast Food,A perfect place for a romantic evening.,"Not the best experience, but the food was okay.",47cd03fc-2aa0-41f0-b6a9-ad375826c223,2026-03-05 09:26:14
2938,ea972351-5a27-4f92-af41-36ea24a152b5,Ocean View,Fast Food,Fast and delicious meals for the on-the-go customer.,Loved the ambience and the dessert menu.,491aa94a-5b2e-4430-ae2c-ed21b5eeb5e8,2026-03-05 09:26:14
2065,28b98651-54ad-4a9d-9c67-5e1714be1201,Sweet Box,Fine Dining,Fresh and healthy food served in a comfortable setting.,Loved the ambience and the dessert menu.,d227d1c8-e241-49ef-a1d1-c07c67babcc2,2026-03-05 09:26:14
3309,922495f9-f7f3-40d2-a57d-7382419d70f0,Ocean View,Fast Food,A cozy place with home-style cooking.,Excellent food and friendly service!,cdea3bdb-201c-4861-b5ab-e126b82d42e0,2026-03-05 09:26:14
5881,ecaa87b8-23be-49ac-9e13-e66dce3e41b6,66 BBQ,Bar,Fresh and healthy food served in a comfortable setting.,"Not the best experience, but the food was okay.",6749b966-10f7-45e8-8b9b-d802f2fcde2f,2026-03-05 09:26:14
2245,349c007a-9ab7-4a31-b46e-354a62c86474,66 BBQ,Bar,A perfect place for a romantic evening.,"Great location, but the service could be better.",3276cee8-d444-4632-9f14-6e28c8b22c06,2026-03-05 09:26:14
2608,5d511987-fea0-495a-927a-6a5d897bdab5,Ocean View,Bar,Fast and delicious meals for the on-the-go customer.,Loved the ambience and the dessert menu.,f7678ad9-8f7a-4984-b42b-ebe0b1a673f8,2026-03-05 09:26:14
4610,10925ddc-2d33-4c05-8a76-384d6e1bf3cd,Ocean View,Bar,Elegant dining with a panoramic ocean view.,A bit pricey but totally worth it.,a2b11af1-8e8d-4aca-953b-4acab8de7a09,2026-03-05 09:26:14
3101,e59b2676-5dba-4056-9914-18eb45e87b95,Sweet Box,Fine Dining,Fast and delicious meals for the on-the-go customer.,"Great location, but the service could be better.",17dfc35e-7c4b-4990-8ab5-bb8e355a9702,2026-03-05 09:26:14
3395,0bafed19-c484-47cc-8fff-5f43952373f1,Mountain Retreat,Bistro,A cozy place with home-style cooking.,A bit pricey but totally worth it.,aaa99406-e65b-489b-a92c-f88b51c5b726,2026-03-05 09:26:14
1978,eb47efbf-406e-4684-9a16-20c3ef6f77df,Mountain Retreat,Fine Dining,Fast and delicious meals for the on-the-go customer.,Excellent food and friendly service!,ad02e3c9-adb3-4bde-b831-607ba65d0822,2026-03-05 09:26:14
2866,a8f9ff00-c1ce-446b-9c9d-b81d2afb3948,Cafe Delight,Bistro,Fast and delicious meals for the on-the-go customer.,Excellent food and friendly service!,47c8befa-3d13-4753-8df9-9a940a2a58f8,2026-03-05 09:26:14
8810,f86f05c4-9205-41ff-a64e-c45b61ff06f3,66 BBQ,Fine Dining,Elegant dining with a panoramic ocean view.,"Great location, but the service could be better.",825becde-0b49-44b5-abba-871995b5e22d,2026-03-05 09:26:14
4874,20a48532-0f39-4fb4-93fa-46fa54d33c05,66 BBQ,Fast Food,Fast and delicious meals for the on-the-go customer.,A bit pricey but totally worth it.,9d58a2f6-4808-41a2-89e7-044fe88a9dee,2026-03-05 09:26:14
3050,3f2328e8-4afe-41be-a92d-f7f3fa7179cf,Ocean View,Bistro,Fast and delicious meals for the on-the-go customer.,"Great location, but the service could be better.",7a28b5b5-3aef-4577-b872-6dc22017ec03,2026-03-05 09:26:14
3778,dcd7384e-62db-44b2-844e-8056ca50193b,Ocean View,Cafe,A perfect place for a romantic evening.,"Not the best experience, but the food was okay.",8e3c159d-f654-4db1-8b4d-47b1f993a2e7,2026-03-05 09:26:14
2610,a14c5ffe-e1df-4b9b-a834-7d32b74084da,Ocean View,Bar,Elegant dining with a panoramic ocean view.,"Great location, but the service could be better.",6a85e6be-7343-43aa-a32d-324dfb88dfc9,2026-03-05 09:26:14
1961,e7bbf4e6-8312-4e6d-8e4c-f85f946d5bbd,Sweet Box,Bar,A cozy place with home-style cooking.,A bit pricey but totally worth it.,9d9cb2b0-64ee-4558-b8b0-2b6fc581cdc7,2026-03-05 09:26:14
5641,320ff0b8-b53f-4f6e-b653-7ff69d3f80f8,Ocean View,Fast Food,Elegant dining with a panoramic ocean view.,A bit pricey but totally worth it.,4d2a37cc-d6de-4be0-99a4-92b83dc89211,2026-03-05 09:26:14
6652,6142ae79-5359-4d2e-b18c-cc040aaa4261,Mountain Retreat,Bistro,Elegant dining with a panoramic ocean view.,A bit pricey but totally worth it.,78277e15-cca8-4ec7-9d0e-5f7c17a043d3,2026-03-05 09:26:14
5695,ae0506b5-5036-4e8d-bfde-e9265f4fa8e0,66 BBQ,Cafe,Elegant dining with a panoramic ocean view.,Excellent food and friendly service!,8cdcb245-3659-44c3-9a9d-3694d687520c,2026-03-05 09:26:14
5441,02904744-8a10-45b4-889e-3a0cf50e396d,Mountain Retreat,Cafe,Elegant dining with a panoramic ocean view.,"Not the best experience, but the food was okay.",3d3c4786-d5e6-4a38-9c3b-d514b9951f19,2026-03-05 09:26:14
5685,57e1a54e-e1fc-4ed5-81c1-ec8ada28a8e8,Mountain Retreat,Fine Dining,Elegant dining with a panoramic ocean view.,"Not the best experience, but the food was okay.",6b44178b-7739-45ef-93f2-c803246d1c28,2026-03-05 09:26:14
2870,8c407b49-c982-4f47-b272-cb5ea80fabc3,Ocean View,Bar,Elegant dining with a panoramic ocean view.,"Not the best experience, but the food was okay.",0d089e8e-3864-4519-97a1-c35ab109cb2c,2026-03-05 09:26:14
8242,2900b9a9-5420-4e65-adc8-9a417c8cca67,Mountain Retreat,Fast Food,A cozy place with home-style cooking.,Excellent food and friendly service!,b0a29178-0f81-489e-8fb7-70468c7e3386,2026-03-05 09:26:14
7419,87c72041-0be3-41f7-9274-f02e582b8a0e,Cafe Delight,Fast Food,A cozy place with home-style cooking.,Loved the ambience and the dessert menu.,b5341fff-f959-4ed7-8b0b-892e2c3eb0f6,2026-03-05 09:26:14
8157,18b2f6fa-2045-47cd-90a1-2f9e042d0059,Cafe Delight,Fine Dining,Fast and delicious meals for the on-the-go customer.,"Not the best experience, but the food was okay.",0ed27e8e-d576-4e81-a776-87ac4c7310c4,2026-03-05 09:26:14
2104,31c040da-68e7-456e-9811-d52dbcc7b211,Ocean View,Cafe,Elegant dining with a panoramic ocean view.,Loved the ambience and the dessert menu.,9658eba6-e4e3-4910-b285-8a91aba1dc87,2026-03-05 09:26:14
2651,86fe3415-5db8-45e5-a08b-cf1b07a0138c,Cafe Delight,Bar,Fast and delicious meals for the on-the-go customer.,Loved the ambience and the dessert menu.,695ba53f-47e8-4af4-89ee-e37ceb739983,2026-03-05 09:26:14
7487,da95c02b-2f42-49f1-a4b8-c4293036f195,Sweet Box,Bistro,Elegant dining with a panoramic ocean view.,"Great location, but the service could be better.",b99625c9-1da9-4cb0-b997-19a8b31c5f38,2026-03-05 09:26:14
2423,58f721d4-4cdd-4edc-8d4e-879174afba0e,Cafe Delight,Fast Food,A perfect place for a romantic evening.,"Not the best experience, but the food was okay.",467384cf-13dc-48bc-a3de-23ddff42cb19,2026-03-05 09:26:14
4187,41708630-36b3-4b8b-9ace-22b524c530f4,Mountain Retreat,Bistro,A perfect place for a romantic evening.,A bit pricey but totally worth it.,4dd6c827-0ec9-4e75-91d5-1d6b62299964,2026-03-05 09:26:14
6749,519633af-2cc2-4eba-b863-100ff61be875,Ocean View,Fine Dining,A perfect place for a romantic evening.,"Great location, but the service could be better.",a94fa76f-c467-429a-af9e-4fd6891513b2,2026-03-05 09:26:14
8048,74c5e445-ecc3-4211-9a2e-218cc14da224,66 BBQ,Cafe,Elegant dining with a panoramic ocean view.,Excellent food and friendly service!,76fb3fdf-6e20-4de3-8cc2-046e8c7c16f2,2026-03-05 09:26:14
8278,e30d12ca-2e78-4f1c-b26c-9a7b9781b519,Mountain Retreat,Bar,Elegant dining with a panoramic ocean view.,A bit pricey but totally worth it.,ff3c658d-5222-4d1f-a950-166d4e9b7950,2026-03-05 09:26:14
8359,c1795f8c-ef86-4922-8f79-f250060da1a5,Mountain Retreat,Cafe,Fast and delicious meals for the on-the-go customer.,"Not the best experience, but the food was okay.",f4187a95-bac5-4814-9b56-b33137864ed7,2026-03-05 09:26:14
2713,97dd237d-cf2a-43b5-aa04-0b1802851c81,Cafe Delight,Bistro,Fast and delicious meals for the on-the-go customer.,"Not the best experience, but the food was okay.",d639ff61-6bce-4773-9eb1-4852844f45a8,2026-03-05 09:26:14
2181,0caab1b3-8bec-4576-83ae-a612ff11c49f,66 BBQ,Bar,A cozy place with home-style cooking.,A bit pricey but totally worth it.,568861ae-b00b-4a34-9f46-bf0c5b64db3b,2026-03-05 09:26:14
4133,f2b70a07-b22d-4832-b2da-4aeab6627c66,66 BBQ,Bar,Fresh and healthy food served in a comfortable setting.,A bit pricey but totally worth it.,a96fc9fd-9134-4f58-a25e-00ac79cc9f50,2026-03-05 09:26:14
5554,e1542d5c-77ce-4171-b122-9d925ed369c4,Cafe Delight,Cafe,Fresh and healthy food served in a comfortable setting.,"Great location, but the service could be better.",d453ae69-2424-4bdc-b229-ff3ac83d09b7,2026-03-05 09:26:14
3159,760a213c-3672-400e-9e43-aa3cce0fb578,Ocean View,Fast Food,Fast and delicious meals for the on-the-go customer.,Excellent food and friendly service!,1abefa7f-d519-4727-a60c-982a78809e6e,2026-03-05 09:26:14
3573,d7fa78ef-5c22-400f-95a9-2a4fd055d77c,Cafe Delight,Fast Food,A perfect place for a romantic evening.,Excellent food and friendly service!,06f75ef2-99a5-4176-ad4c-1a9f72a82de0,2026-03-05 09:26:14
8649,dba38d3b-2f5c-4253-a661-3c3c16e77e45,66 BBQ,Bar,A perfect place for a romantic evening.,A bit pricey but totally worth it.,6ebce3e3-faab-4782-a69c-ad415380c6e8,2026-03-05 09:26:14
5123,6795d62f-0af3-40d7-8464-1e12e1a42c79,Mountain Retreat,Cafe,A perfect place for a romantic evening.,"Great location, but the service could be better.",183efc5f-e967-4449-9a8d-d8535590474c,2026-03-05 09:26:14
8086,06f8a06f-9015-4a31-96ac-f7cbef2ef0de,66 BBQ,Bar,Fresh and healthy food served in a comfortable setting.,A bit pricey but totally worth it.,013d149c-d37f-42c7-bb3b-c7537953724e,2026-03-05 09:26:14
4163,aa45f37f-91a6-405c-a1e7-8caf3978fa5f,Cafe Delight,Bar,A cozy place with home-style cooking.,Loved the ambience and the dessert menu.,202e058a-feec-47d7-9f48-f34fc8613728,2026-03-05 09:26:14
5215,afc141f0-4f52-4324-99f9-55c1083e708e,Mountain Retreat,Fast Food,A perfect place for a romantic evening.,Loved the ambience and the dessert menu.,2a8ed121-753e-4cc9-80bc-4bba54602f71,2026-03-05 09:26:14
6470,fc636728-9801-4b30-b014-638f49b1ecd2,Sweet Box,Bar,Fast and delicious meals for the on-the-go customer.,Loved the ambience and the dessert menu.,be5c09c3-34f4-44fc-af79-1d778e95d413,2026-03-05 09:26:14
2409,07250895-ebb6-4d98-a7f9-2c2859603385,Ocean View,Bar,A cozy place with home-style cooking.,"Great location, but the service could be better.",368b33ec-4e7d-495b-b3b5-db274cf0f0c8,2026-03-05 09:26:14
3039,91937319-1793-47cf-822e-a7472bae2bf5,66 BBQ,Bistro,Fresh and healthy food served in a comfortable setting.,A bit pricey but totally worth it.,73a36ba2-7b13-48d0-a7df-b9190ab3b4bd,2026-03-05 09:26:14
2754,8385cb62-469d-4942-b3b8-b3bdbad9f7a7,Mountain Retreat,Bar,Fast and delicious meals for the on-the-go customer.,"Great location, but the service could be better.",b6379f2f-df3a-488d-bef4-c4ca23c8f766,2026-03-05 09:26:14
7899,6978a142-9b70-4c42-8afc-4b3d02d43b3e,66 BBQ,Bar,Elegant dining with a panoramic ocean view.,Loved the ambience and the dessert menu.,b3f43fa4-1f80-4ddf-a17a-0d4d77498a33,2026-03-05 09:26:14
4630,100aee0b-898c-4d76-b2f5-1302905f8c53,Ocean View,Cafe,Fresh and healthy food served in a comfortable setting.,"Not the best experience, but the food was okay.",571498a5-c2a3-4d05-bb42-a34436bcefff,2026-03-05 09:26:14
4958,2d846808-3327-4e77-903b-dde3328f851a,Mountain Retreat,Fast Food,Elegant dining with a panoramic ocean view.,"Not the best experience, but the food was okay.",907b595e-5a8c-4edc-a14a-9b3d62ef1919,2026-03-05 09:26:14
4779,b05b30fe-0dda-44b2-9d17-63d05e25a192,Sweet Box,Cafe,A cozy place with home-style cooking.,"Great location, but the service could be better.",7c041766-b415-4948-8333-f23ee806fb88,2026-03-05 09:26:14
3760,e5797512-f7fa-4a00-832c-6b143e0c667e,Mountain Retreat,Bar,Fresh and healthy food served in a comfortable setting.,"Great location, but the service could be better.",907f581f-311d-4ae2-83bf-b81214981c7c,2026-03-05 09:26:14
8514,06ce1afd-85f4-4e7f-914c-3888fd24c5fb,Sweet Box,Fine Dining,Fast and delicious meals for the on-the-go customer.,A bit pricey but totally worth it.,395613cf-36b0-4d4f-b953-a92a0593c9cd,2026-03-05 09:26:14
8952,62673aed-5843-4269-92de-6c2e579cceb8,Sweet Box,Bistro,A cozy place with home-style cooking.,"Not the best experience, but the food was okay.",3716d319-8966-4be0-904d-e9d5bff0f1e9,2026-03-05 09:26:14
6047,b80270a4-792d-44cf-a26e-24ce0023ad4a,66 BBQ,Fine Dining,Fresh and healthy food served in a comfortable setting.,"Not the best experience, but the food was okay.",d64c64df-8a76-4ca8-b7d5-3864013fae9f,2026-03-05 09:26:14
5821,da716dd2-723a-4812-9075-20cc6284f0a6,Mountain Retreat,Bistro,A perfect place for a romantic evening.,"Great location, but the service could be better.",bb96fe5a-8a4e-4590-9daf-aa3b8a116d24,2026-03-05 09:26:14
9377,b6b72db9-dfa6-477a-9de3-95101d3be064,Mountain Retreat,Fast Food,Fresh and healthy food served in a comfortable setting.,"Great location, but the service could be better.",d1fcc1b9-ea9d-43d2-98de-b6d84b4181ee,2026-03-05 09:26:14
2301,85bda66b-3e8c-4bc0-a562-1837ba9050d0,Sweet Box,Bar,A perfect place for a romantic evening.,Excellent food and friendly service!,3d11a53a-768e-42b9-94fa-a232d8977724,2026-03-05 09:26:14
2549,02be9403-d64d-4f8c-8f9b-6c65bc47af23,Mountain Retreat,Fast Food,Elegant dining with a panoramic ocean view.,Excellent food and friendly service!,021a8f50-f43a-4494-ae36-e56233950659,2026-03-05 09:26:14
5870,dfc1dc87-4ac9-4450-be78-1efcbed878d8,Sweet Box,Fine Dining,Fresh and healthy food served in a comfortable setting.,"Great location, but the service could be better.",6b4b4bba-a0dd-4ad3-b32f-dd060aec185e,2026-03-05 09:26:14
6685,d4064f93-22c1-47f2-bec9-dd19299d8134,66 BBQ,Fast Food,Fresh and healthy food served in a comfortable setting.,Loved the ambience and the dessert menu.,c068deb0-9904-4b94-8055-327c9b5ed4f2,2026-03-05 09:26:14
7882,56292cdc-a269-4ffb-b798-9d0d2571f4f0,Sweet Box,Cafe,Fresh and healthy food served in a comfortable setting.,Excellent food and friendly service!,37b96309-5fb7-41e4-8834-434f3779f109,2026-03-05 09:26:14
6755,a01f21f9-d97d-4553-9a5f-2394e20a7258,Cafe Delight,Bistro,A perfect place for a romantic evening.,Excellent food and friendly service!,a27de4ed-64eb-4c16-90f1-253a23f5d52b,2026-03-05 09:26:14
3839,499291fc-9ee7-4487-912b-79a441164763,Sweet Box,Fine Dining,A perfect place for a romantic evening.,"Great location, but the service could be better.",2833e0cf-a385-4d79-b127-74345c8c8ccf,2026-03-05 09:26:14
7612,aa3eb91f-06ed-44e0-8522-50eb558c72fb,66 BBQ,Fine Dining,Fast and delicious meals for the on-the-go customer.,A bit pricey but totally worth it.,1276ed0a-b915-4927-b497-606bfd987daf,2026-03-05 09:26:14
9502,450e9e43-4e37-4ede-9dc6-fd58c81fd4d9,Ocean View,Fast Food,Elegant dining with a panoramic ocean view.,Loved the ambience and the dessert menu.,63baba66-97e1-455d-a6b3-e9b2f7cdf233,2026-03-05 09:26:14
1294,921e9012-9f5b-41f4-bf04-6579b9966c76,Sweet Box,Bistro,Fast and delicious meals for the on-the-go customer.,"Great location, but the service could be better.",3626cb13-c69e-439b-ae54-4a56534071ce,2026-03-05 09:26:14
2640,681b6826-0ee6-444d-be6e-4e3dc593c357,66 BBQ,Bistro,Fresh and healthy food served in a comfortable setting.,"Great location, but the service could be better.",2d1cc64e-16fd-45f6-ae97-3a4a886404d7,2026-03-05 09:26:14
2765,c11a0e00-089f-4e9c-969a-7ff30cc51781,Mountain Retreat,Fast Food,Fast and delicious meals for the on-the-go customer.,"Not the best experience, but the food was okay.",7720b074-c0c8-49e2-aff6-271a4e59df9e,2026-03-05 09:26:14
1098,ebdf7ffb-7627-4a21-a475-4947c19148cc,Ocean View,Cafe,Fast and delicious meals for the on-the-go customer.,"Not the best experience, but the food was okay.",0dbdaf97-0ec3-4650-8442-7be773c10b48,2026-03-05 09:26:14
5396,fa64b073-e878-4044-885f-a0a64f03179e,Ocean View,Bistro,Fast and delicious meals for the on-the-go customer.,"Great location, but the service could be better.",29bf3d7b-0e3d-42b5-ae9b-bc9a9dd717be,2026-03-05 09:26:14
3377,584315b7-2ccc-46a0-917b-e887b381a5cc,Sweet Box,Bistro,Fresh and healthy food served in a comfortable setting.,Loved the ambience and the dessert menu.,3f31d3a5-6afd-4537-b1c7-0a1235d69b5c,2026-03-05 09:26:14
5956,67671510-106a-4548-b5fe-16b39a64e7b5,Cafe Delight,Fast Food,Fresh and healthy food served in a comfortable setting.,Excellent food and friendly service!,3a162e5c-b12a-4370-a027-237bcd8a69e6,2026-03-05 09:26:14
7819,85bee167-34cd-4f41-9967-765e3304ece8,Sweet Box,Bar,Fresh and healthy food served in a comfortable setting.,Excellent food and friendly service!,246fea91-394e-49d0-87f1-2e2fb64bff19,2026-03-05 09:26:14
1036,94501157-c618-45fe-b639-a6dced54aaed,66 BBQ,Cafe,Elegant dining with a panoramic ocean view.,A bit pricey but totally worth it.,7f745963-f3cd-40e0-92c2-15c2528166e2,2026-03-05 09:26:14
9556,163dfbbe-6f9b-4d84-b13e-2aded421023f,Ocean View,Fine Dining,Elegant dining with a panoramic ocean view.,A bit pricey but totally worth it.,b99d2b74-8d45-4cbc-8e79-d2a59e7fcdd0,2026-03-05 09:26:14
1579,5d095d89-2984-4aaa-ae76-31c3b5f6df00,Mountain Retreat,Bar,A perfect place for a romantic evening.,A bit pricey but totally worth it.,9e584037-3fa9-4633-bf8a-29655aa3d946,2026-03-05 09:26:14
6907,77e59624-a69b-45d4-ac7c-1b094bf57c70,Ocean View,Bistro,Elegant dining with a panoramic ocean view.,Loved the ambience and the dessert menu.,03bf0f0e-8cbb-498b-bcce-88d6a42eccdf,2026-03-05 09:26:14
3190,548ac88c-2dc3-4b6e-ae25-98eb206b4b18,Cafe Delight,Fast Food,Fresh and healthy food served in a comfortable setting.,Excellent food and friendly service!,06f7d16b-d0a1-4055-a3c6-82f565575030,2026-03-05 09:26:14
6952,0607b78b-a3b6-4db1-adea-c20f1e884f36,Cafe Delight,Bar,A cozy place with home-style cooking.,"Great location, but the service could be better.",9c1a5b86-fe18-483d-94c2-5729eeb66083,2026-03-05 09:26:14
